item_name,part_no,barcode,cp,sp,qty,img_path,desc1,desc2,desc3,group0,group1,godown0,godown1,category0,category1
SS-SPIR DRKBR THR BR-SI,,361,3.337,14,2,E:\MASTERS\1912.JPG,SPIRAL ON NAVY BLUE THREA,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1912-KAR-BR
SS-SPIRAL BL GR THR BR-SI,,362,3.337,14,1,E:\MASTERS\1921.JPG,SPIRAL ON BLUISH GREEN,THREAD BR,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF4=35,KAR,1921-KAR-BR
SS-SPIRAL BL GR THR BR-SI,,363,3.337,14,1,E:\MASTERS\1921.JPG,SPIRAL ON BLUISH GREEN,THREAD BR,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1921-KAR-BR
SS-SPIR DRKBR THR BR-SI,,364,3.337,14,3,E:\MASTERS\1921.JPG,SPIRAL ON NAVY BLUE THREAD BR,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1921-KAR-BR
SS-SPIRAL PINK THR BR-SI,,365,3.337,14,3,E:\MASTERS\1921.JPG,SPIRAL ON PINK THREAD BR,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1921-KAR-BR
SS-3SPIR N.BL THR BR-SI,,366,3.337,13,3,E:\MASTERS\1930.JPG,TRIPLE SPIRAL ON NAVY BLUE,THREAD BR,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1930-KAR-BR
SS-PINE BROWN THR BR-SI,,367,2.694,11,1,E:\MASTERS\1933.JPG,PINE ON BROWN THREAD BR,,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF6=90,KAR,1933-KAR-BR
SS-PINE BROWN THR BR-SI,,368,2.694,11,2,E:\MASTERS\1933.JPG,PINE ON BROWN THREAD BR,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1933-KAR-BR
SS-CHRMS BL THR BR-SI,,369,5.399,21,3,E:\MASTERS\1940.JPG,CHARMS ON PIPE BLUE THREAD,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1940-KAR-BR
SS-CHRMS BROWN THR-SI,,370,5.399,21,1,E:\MASTERS\1940.JPG,CHARMS ON PIPE BROWN THREAD,,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF4=35,KAR,1940-KAR-BR
SS-CHRMS BROWN THR-SI,,371,5.399,21,2,E:\MASTERS\1940.JPG,CHARMS ON PIPE BROWN THREAD,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1940-KAR-BR
SS-CHRMS GREY THR BR-SI,,372,5.399,21,1,E:\MASTERS\1940.JPG,CHARMS ON PIPE GREY THREAD,,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF4=35,KAR,1940-KAR-BR
SS-CHRMS GREY THR BR-SI,,373,5.399,21,1,E:\MASTERS\1940.JPG,CHARMS ON PIPE GREY THREAD,,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1940-KAR-BR
SS-CHRMS NAV.BL THR BR-SI,,374,5.399,21,1,E:\MASTERS\1940.JPG,CHARMS ON PIPE NAVY BLUE,THREAD,,SILVER JEWELLERY,SS BRACELETS,KENT,DTF6=90,KAR,1940-KAR-BR
SS-CHRMS NAV.BL THR BR-SI,,375,5.399,21,2,E:\MASTERS\1940.JPG,CHARMS ON PIPE NAVY BLUE,THREAD,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4=458,KAR,1940-KAR-BR
SS-DJ-GP,,376,23.87,140,1,E:\MASTERS\1969.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1969-DJ-ER
SS-DJ-GP,,377,52.08,260,1,E:\MASTERS\1970.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1970-DJ-ER
SS-DJ-GP,,378,23.87,130,1,E:\MASTERS\1972.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1972-DJ-ER
SS-DJ-GP,,379,40.145,195,1,E:\MASTERS\1973.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1973-DJ-ER
SS-DJ-GP,,380,33.635,150,1,E:\MASTERS\1975.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1975-DJ-ER
SS-DJ-GP,,381,91.14,320,1,E:\MASTERS\1976.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1976-DJ-ER
SS-DJ-GP,,382,78.12,360,1,E:\MASTERS\1977.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1977-DJ-ER
SS-DJ-GP,,383,78.12,288,1,E:\MASTERS\1978.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1978-DJ-ER
SS-DJ-GP,,384,73.78,280,1,E:\MASTERS\1980.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1980-DJ-ER
SS-DJ-GP,,385,121.52,440,1,E:\MASTERS\1982.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1982-DJ-ER
SS-DJ-GP,,386,108.5,400,1,E:\MASTERS\1984.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1984-DJ-ER
SS-DJ-GP,,387,121.52,440,1,E:\MASTERS\1986.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1986-DJ-ER
SS-DJ-GP,,388,162.75,595,1,E:\MASTERS\1988.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1988-DJ-ER
SS-DJ-GP,,389,123.69,460,1,E:\MASTERS\1992.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1992-DJ-ER
SS-DJ-GP,,390,188.79,620,1,E:\MASTERS\1997.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1997-DJ-ER
SS-DJ-GP,,391,121.52,440,1,E:\MASTERS\1999.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,1999-DJ-ER
SS-DJ-GP,,392,173.6,610,1,E:\MASTERS\2000.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,2000-DJ-ER
SS-DJ-GP,,393,167.09,615,1,E:\MASTERS\2001.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,2001-DJ-ER
SS-DJ-GP,,394,184.45,610,1,E:\MASTERS\2002.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,2002-DJ-ER
SS-DJ-GP,,395,130.2,500,1,E:\MASTERS\2003.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,2003-DJ-ER
SS-DJ-GP,,396,75.95,320,1,E:\MASTERS\2005.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,2005-DJ-ER
SS-DJ-GP,,397,217,860,1,E:\MASTERS\2007.JPG,,,,SILVER JEWELLERY,SS NECKLACES,LEDBURY,TOR DJ-DIA 46,DJ,2007-DJ-NK
SS-DJ-GP,,398,151.9,550,1,E:\MASTERS\2008.JPG,,,,SILVER JEWELLERY,SS NECKLACES,LEDBURY,TOR DJ-DIA 46,DJ,2008-DJ-NK
SS-DJ-GP,,399,167.09,595,1,E:\MASTERS\2009.JPG,,,,SILVER JEWELLERY,SS NECKLACES,LEDBURY,TOR DJ-DIA 46,DJ,2009-DJ-NK
SS-DJ-GP,,400,288.61,800,1,E:\MASTERS\2010.JPG,,,,SILVER JEWELLERY,SS NECKLACES,LEDBURY,TOR DJ-DIA 46,DJ,2010-DJ-NK
SS-DJ-GP,,401,195.3,580,1,E:\MASTERS\2011.JPG,,,,SILVER JEWELLERY,SS NECKLACES,KENT,BILLY2=23,DJ,2011-DJ-NK
SS-YELTH ANTCOINLEAF NK-GP,,402,221.34,620,1,E:\MASTERS\2012.JPG,YELLOW THREAD DORI ANTIQUE,COIN LEAF WITH CROSS NK,,SILVER JEWELLERY,SS NECKLACES,STRATFORD,WH-BOX4A=303,DJ,2012-DJ-NK
SS-DJ-GP,,403,160.58,580,1,E:\MASTERS\2014.JPG,,,,SILVER JEWELLERY,SS NECKLACES,KENT,DTF2=39,DJ,2014-DJ-NK
SS-DJ-GP,,404,130.2,465,1,E:\MASTERS\2015.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,2015-DJ-ER
SS-DJ-GP,,405,108.5,385,1,E:\MASTERS\2016.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,2016-DJ-ER
SS-DJ-GP,,406,297.29,1050,1,E:\MASTERS\2018.JPG,,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR DJ-DIA 46,DJ,2018-DJ-ER
SS-DJ-GP,,407,143.22,540,1,E:\MASTERS\2019.JPG,,,,SILVER JEWELLERY,SS MAANGTIKAS,LEDBURY,TOR DJ-DIA 46,DJ,2019-DJ-MT
SS-DJ-GP,,408,80.29,310,1,E:\MASTERS\2020.JPG,,,,SILVER JEWELLERY,SS MAANGTIKAS,LEDBURY,TOR DJ-DIA 46,DJ,2020-DJ-MT
SS-DJ-GP,,409,108.5,420,1,E:\MASTERS\2021.JPG,,,,SILVER JEWELLERY,SS MAANGTIKAS,LEDBURY,TOR DJ-DIA 46,DJ,2021-DJ-MT
SS-DJ-GP,,410,67.27,250,1,E:\MASTERS\2023.JPG,,,,SILVER JEWELLERY,SS MAANGTIKAS,LEDBURY,TOR DJ-DIA 46,DJ,2023-DJ-MT
SS-DJ-GP,,411,45.57,175,1,E:\MASTERS\2024.JPG,,,,SILVER JEWELLERY,SS MAANGTIKAS,LEDBURY,TOR DJ-DIA 46,DJ,2024-DJ-MT
SS-DJ-GP,,412,95.48,340,1,E:\MASTERS\2025.JPG,,,,SILVER JEWELLERY,SS MAANGTIKAS,LEDBURY,TOR DJ-DIA 46,DJ,2025-DJ-MT
SS-DJ-GP,,413,97.65,350,1,E:\MASTERS\2027.JPG,,,,SILVER JEWELLERY,SS PASSAS,LEDBURY,TOR DJ-DIA 46,DJ,2027-DJ-PAS
SS-DJ-GP,,414,112.84,560,1,E:\MASTERS\2028.JPG,,,,SILVER JEWELLERY,SS PASSAS,LEDBURY,TOR DJ-DIA 46,DJ,2028-DJ-PAS
SS-DJ-GP,,415,86.8,320,1,E:\MASTERS\2029.JPG,,,,SILVER JEWELLERY,SS MAANGTIKAS,LEDBURY,TOR DJ-DIA 46,DJ,2029-DJ-MT
SS-DJ-GP,,416,108.5,385,1,E:\MASTERS\2030.JPG,,,,SILVER JEWELLERY,SS MAANGTIKAS,LEDBURY,TOR DJ-DIA 46,DJ,2030-DJ-MT
SS-DJ-GP,,417,115.01,410,1,E:\MASTERS\2031.JPG,,,,SILVER JEWELLERY,SS PASSAS,LEDBURY,TOR DJ-DIA 46,DJ,2031-DJ-PAS
SS-DJ-GP,,418,167.09,590,1,E:\MASTERS\2032.JPG,,,,SILVER JEWELLERY,SS PASSAS,LEDBURY,TOR DJ-DIA 46,DJ,2032-DJ-PAS
SS-OPN CH.WK CUFF-SI,,419,37.144,150,1,E:\MASTERS\2033.JPG,OPEN CHITAI WORK CUFF,,,SILVER JEWELLERY,SS BANGLES,KENT,DTF2=39,RA,2033-RA-BAN
SS-OPN CH.WK BALL BAN-SI,,420,27.986,115,1,E:\MASTERS\2034.JPG,OPEN CHITAI WORK BALL BANGLE,,,SILVER JEWELLERY,SS BANGLES,KENT,DTF2=39,RA,2034-RA-BAN
SS-OPN CH.WK BAN-SI,,421,20.583,85,1,E:\MASTERS\2036.JPG,OPEN CHITAI BANGLE,,,SILVER JEWELLERY,SS BANGLES,KENT,DTF2=39,RA,2036-RA-BAN
SS-OPN CUFF W WAVES-SI,,422,17.921,74,1,E:\MASTERS\2040.JPG,OPEN CUFF WITH WAVES,,,SILVER JEWELLERY,SS BANGLES,KENT,DTF2=39,RA,2040-RA-BAN
SS-WIDE OPN CUFF WOVEN-SI,,423,37.965,156,1,E:\MASTERS\2041.JPG,WIDE OPEN CUFF CHATAYEE,,,SILVER JEWELLERY,SS BANGLES,KENT,DTF2=39,RA,2041-RA-BAN
SS-BAN W TEMPLE SPIKES-SI,,424,29.741,122,2,E:\MASTERS\2042.JPG,BANGLE WITH TEMPLE SPIKES,,,SILVER JEWELLERY,SS BANGLES,KENT,DTF2=39,RA,2042-RA-BAN
SS-BAN W BALL SPIKES-SI,,425,40.858,168,1,E:\MASTERS\2044.JPG,BANGLE WITH BALL SPIKES,,,SILVER JEWELLERY,SS BANGLES,STRATFORD,WH-BOX4A=303,RA,2044-RA-BAN
SS-EN SNUFF BOX OVAL-SI,,426,9.671,39,1,E:\MASTERS\2050.JPG,ENAMEL SNUFF BOX OVAL,,,SILVER JEWELLERY,SS ARTICLES,KENT,DTF2=39,RA,2050-RA-ART
SS-EN SNUFF BOX OVAL-SI,,427,13.771,57,1,E:\MASTERS\2052.JPG,ENAMEL SNUFF BOX OVAL,,,SILVER JEWELLERY,SS ARTICLES,KENT,DTF2=39,RA,2052-RA-ART
SS-EN SNUFF BOX OVAL-SI,,428,17.177,71,1,E:\MASTERS\2053.JPG,ENAMEL SNUFF BOX OVAL,,,SILVER JEWELLERY,SS ARTICLES,KENT,DTF2=39,RA,2053-RA-ART
SS-NAKK. WORK HEXA BOX-SI,,429,32.907,135,1,E:\MASTERS\2054.JPG,NAKKASHI WORK HEXAGONAL BOX,,,SILVER JEWELLERY,SS ARTICLES,KENT,DTF2=39,RA,2054-RA-ART
SS-NAKK WORK CIG BOX-SI,,430,78.019,320,1,E:\MASTERS\2055.JPG,NAKKASHI WORK CIGARETTE BOX,,,SILVER JEWELLERY,SS ARTICLES,KENT,DTF2=39,RA,2055-RA-ART
SS-EN HK ER-SI,,431,2.336,16,3,E:\MASTERS\2082.JPG,ENAMEL EARR WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2082-RA-ER
SS-EN HK ER-SI,,432,2.336,16,4,E:\MASTERS\2082.JPG,ENAMEL EARR WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,RA,2082-RA-ER
SS-EN LEAF HK ER-SI,,433,2.336,16,2,E:\MASTERS\2090.JPG,ENAMEL LEAF EARR WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2090-RA-ER
SS-EN LEAF HK ER-SI,,434,2.336,16,1,E:\MASTERS\2090.JPG,ENAMEL LEAF EARR WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKW=45,RA,2090-RA-ER
SS-EN LEAF HK ER-SI,,435,2.336,16,1,E:\MASTERS\2090.JPG,ENAMEL LEAF EARR WITH HOO,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,RA,2090-RA-ER
SS-EN HK ER-SI,,436,2.816,18,1,E:\MASTERS\2103.JPG,ENAMEL EARR WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2103-RA-ER
SS-EN HK ER-SI,,437,2.816,18,1,E:\MASTERS\2103.JPG,ENAMEL EARR WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,RA,2103-RA-ER
SS-EN HK ER-SI,,438,2.816,19,1,E:\MASTERS\2107.JPG,ENAMEL EARR WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,RA,2107-RA-ER
SS-EN HK ER-SI,,439,3.124,22,1,E:\MASTERS\2109.JPG,ENAMEL EARR WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2109-RA-ER
SS-EN HK ER-SI,,440,3.749,25,1,E:\MASTERS\2113.JPG,ENAMEL EARR WITH HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM2=70,RA,2113-RA-ER
SS-ENAM HK ER-SI,,441,3.749,25,1,E:\MASTERS\2114.JPG,ENAMEL EARR PATTI SHAPE C HOOK,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2114-RA-ER
SS-EN PEACOCK HK ER-SI,,442,3.903,28,1,E:\MASTERS\2116.JPG,ENAMEL PEACOCK EARR C HOOK,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,RA,2116-RA-ER
SS-EN PEACOCK HK ER-SI,,443,3.903,28,1,E:\MASTERS\2116.JPG,ENAMEL PEACOCK EARR C HOOK,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR-BRAK-45,RA,2116-RA-ER
SS-EN PEACOCK HK ER-SI,,444,3.903,28,5,E:\MASTERS\2116.JPG,ENAMEL PEACOCK EARR C HOOK,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,RA,2116-RA-ER
SS-EN SWAN HK ER-SI,,445,3.903,26,2,E:\MASTERS\2128.JPG,ENAMEL SWAN EARR C HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,DTF5=47,RA,2128-RA-ER
SS-EN SWAN HK ER-SI,,446,3.903,26,1,E:\MASTERS\2128.JPG,ENAMEL SWAN EARR C HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2128-RA-ER
SS-EN SWAN HK ER-SI,,447,3.903,26,1,E:\MASTERS\2128.JPG,ENAMEL SWAN EARR C HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,RA,2128-RA-ER
SS-EN SWAN HK ER-SI,,448,3.903,26,6,E:\MASTERS\2128.JPG,ENAMEL SWAN EARR C HOOKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,RA,2128-RA-ER
SS-EN LONG LEAF HK ER-SI,,449,3.903,25,1,E:\MASTERS\2138.JPG,ENAMEL LONG LEAF EARR C HOOKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM2=70,RA,2138-RA-ER
SS-EN LONG LEAF HK ER-SI,,450,3.903,25,4,E:\MASTERS\2138.JPG,ENAMEL LONG LEAF EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,RA,2138-RA-ER
SS-EN SWALLOW HK ER-SI,,451,4.211,28,1,E:\MASTERS\2144.JPG,ENAMEL SWALLOW EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,DRAWERS,RA,2144-RA-ER
SS-EN SWALLOW HK ER-SI,,452,4.211,28,1,E:\MASTERS\2144.JPG,ENAMEL SWALLOW EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2144-RA-ER
SS-EN SWALLOW HK ER-SI,,453,4.211,28,2,E:\MASTERS\2144.JPG,ENAMEL SWALLOW EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,RA,2144-RA-ER
SS-EN ELEPHANT HK ER-SI,,454,4.527,28,1,E:\MASTERS\2148.JPG,ENAMEL ELEPHANT EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,DTF5=47,RA,2148-RA-ER
SS-EN ELEPHANT HK ER-SI,,455,4.527,28,1,E:\MASTERS\2148.JPG,ENAMEL ELEPHANT EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2148-RA-ER
SS-EN ELEPHANT HK ER-SI,,456,4.527,28,1,E:\MASTERS\2148.JPG,ENAMEL ELEPHANT EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,RA,2148-RA-ER
SS-EN ELEPHANT HK ER-SI,,457,4.527,28,1,E:\MASTERS\2148.JPG,ENAMEL ELEPHANT EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR-BRAK-45,RA,2148-RA-ER
SS-EN CURVD LEAF HK ER-SI,,458,4.69,33,1,E:\MASTERS\2152.JPG,ENAMEL CURVED LEAF HOOK EARR,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR-BRAK-45,RA,2152-RA-ER
SS-EN CAMEL HK ER-SI,,459,4.69,30,1,E:\MASTERS\2155.JPG,ENAMEL CAMEL EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2155-RA-ER
SS-EN CAMEL HK ER-SI,,460,4.69,30,1,E:\MASTERS\2155.JPG,ENAMEL CAMEL EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,RA,2155-RA-ER
SS-EN CAMEL HK ER-SI,,461,4.69,30,3,E:\MASTERS\2155.JPG,ENAMEL CAMEL EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,RA,2155-RA-ER
SS-EN HORSE HK ER-SI,,462,5.186,35,2,E:\MASTERS\2160.JPG,ENAMEL HORSE EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2160-RA-ER
SS-EN HORSE HK ER-SI,,463,5.186,35,2,E:\MASTERS\2160.JPG,ENAMEL HORSE EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,RA,2160-RA-ER
SS-EN LEAF HK ER-SI,,464,5.186,35,1,E:\MASTERS\2164.JPG,ENAMEL LEAF EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2164-RA-ER
SS-EN LEAF HK ER-SI,,465,5.186,35,1,E:\MASTERS\2164.JPG,ENAMEL LEAF EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR-BRAK-45,RA,2164-RA-ER
SS-EN RND HK ER-SI,,466,5.631,38,1,E:\MASTERS\2169.JPG,ENAMEL ROUND EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKCO=44,RA,2169-RA-ER
SS-EN RND HK ER-SI,,467,5.631,38,1,E:\MASTERS\2169.JPG,ENAMEL ROUND EARR C HKS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,RA,2169-RA-ER
SS-DISC STD ER-2T,,468,9.132,52,1,E:\MASTERS\2557.JPG,2 TONE SI GP DISCS EARR WITH,STUDS,,SILVER JEWELLERY,SS EARRINGS,KENT,AC.FRAME1=62,TT,2557-TT-ER
SS-DISC STD ER-2T,,469,9.132,52,1,E:\MASTERS\2557.JPG,2 TONE SI GP DISCS EARR WITH,STUDS,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKW=45,TT,2557-TT-ER
SS-DISC STD ER-2T,,470,9.132,52,1,E:\MASTERS\2557.JPG,2 TONE SI GP DISCS EARR WITH,STUDS,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM1=92,TT,2557-TT-ER
SS-DISC STD ER-2T,,471,9.132,52,3,E:\MASTERS\2557.JPG,2 TONE SI GP DISCS EARR WITH,STUDS,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,2557-TT-ER
SS-SWIRL BALIS GP-GP,,472,6.564,44,1,E:\MASTERS\3871.JPG,PLAIN SILVER SWIRL BALIS,,,SILVER JEWELLERY,SS EARRINGS,KENT,SLIM2=70,TT,3871-TT-ER
SS-SWIRL BALIS GP-GP,,473,6.564,44,1,E:\MASTERS\3871.JPG,PLAIN SILVER SWIRL BALIS,,,SILVER JEWELLERY,SS EARRINGS,LEDBURY,TOR-ER,TT,3871-TT-ER
SS-SWIRL BALIS GP-GP,,474,6.564,44,2,E:\MASTERS\3871.JPG,PLAIN SILVER SWIRL BALIS,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4A=303,TT,3871-TT-ER
SS-BR.SILHRT CHRM CH BR-SI,,475,4.279,38,1,E:\MASTERS\3961.JPG,BRUSHED SILVER HEART CHARM,CHAIN BR,,SILVER JEWELLERY,SS BRACELETS,KENT,DRAWERS,TT,3961-TT-BR
SS-BR.SILHRT CHRM CH BR-SI,,476,4.279,38,1,E:\MASTERS\3961.JPG,BRUSHED SILVER HEART CHARM,CHAIN BR,,SILVER JEWELLERY,SS BRACELETS,KENT,WDISP=127,TT,3961-TT-BR
SS-BR.SILHRT CHRM CH BR-SI,,477,4.279,38,1,E:\MASTERS\3961.JPG,BRUSHED SILVER HEART CHARM,CHAIN BR,,SILVER JEWELLERY,SS BRACELETS,STRATFORD,WH-BOX4A=303,TT,3961-TT-BR
"SS-OX LVS,GPCONE DP ER-2T",,478,15.143,69,1,E:\MASTERS\2893.JPG,OX LEAVES/GP CONE DROPS ER,,,SILVER JEWELLERY,SS EARRINGS,KENT,BESTA=39,DW,2893-DW-ER
"SS-OX LVS,GPCONE DP ER-2T",,479,15.143,69,3,E:\MASTERS\2893.JPG,OX LEAVES/GP CONE DROPS ER,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,2893-DW-ER
SS-RI-2T,,480,9.304,49,1,E:\MASTERS\2946.JPG,2 TONE GP OX RING,,,SILVER JEWELLERY,SS RINGS,KENT,WDISP=127,DW,2946-DW-RI
SS-RI-2T,,481,9.304,49,3,E:\MASTERS\2946.JPG,2 TONE GP OX RING,,,SILVER JEWELLERY,SS RINGS,STRATFORD,WH-BOX4B=127,DW,2946-DW-RI
SS-RI-3T,,482,3.24,19,1,E:\MASTERS\2950.JPG,3 TONE RING,,,SILVER JEWELLERY,SS RINGS,KENT,DTF6=90,DW,2950-DW-RI
SS-RI-3T,,483,3.24,19,4,E:\MASTERS\2950.JPG,3 TONE RING,,,SILVER JEWELLERY,SS RINGS,STRATFORD,WH-BOX4B=127,DW,2950-DW-RI
SS-HAMRD ER-GP,,484,7.572,37,1,E:\MASTERS\2961.JPG,HAMMERED EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,DTF1-TRAY2=18,DW,2961-DW-ER
SS-HAMRD ER-GP,,485,7.572,37,1,E:\MASTERS\2961.JPG,HAMMERED EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKBL=45,DW,2961-DW-ER
SS-HAMRD ER-GP,,486,7.572,37,1,E:\MASTERS\2961.JPG,HAMMERED EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKW=45,DW,2961-DW-ER
SS-HAMRD ER-GP,,487,7.572,37,2,E:\MASTERS\2961.JPG,HAMMERED EARRING,,,SILVER JEWELLERY,SS EARRINGS,STRATFORD,WH-BOX4B=127,DW,2961-DW-ER
SS-HAMRD ER-SI,,488,6.492,35,1,E:\MASTERS\2961.JPG,HAMMERED EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,DTF1-TRAY2=18,DW,2961-DW-ER
SS-HAMRD ER-SI,,489,6.492,35,1,E:\MASTERS\2961.JPG,HAMMERED EARRING,,,SILVER JEWELLERY,SS EARRINGS,KENT,MRACKBL=45,DW,2961-DW-ER
